,Xiong_PBMC_N_1,Xiong_PBMC_N_2,Xiong_PBMC_N_3,Xiong_PBMC_COVID_1,Xiong_PBMC_COVID_2,Xiong_PBMC_COVID_3
OCA2,5.852561982,0,9.292236961,0,0.683990379,1.184751225
DTWD1,269.2178512,222.0291907,234.1643714,409.885926,350.8870643,402.223041
FAM189A1,1.950853994,5.644809932,11.15068435,4.171866932,4.103942272,2.369502451
GABPB1,391.4713681,295.4117198,312.2191619,370.2531902,426.8099963,412.8858021
TJP1,1.300569329,0,0,14.60153426,0.683990379,2.961878064
BMF,1392.909752,476.0456376,1380.826412,2617.8465,2109.426328,2983.795961
DMXL2,9679.487233,724.4172746,6249.95858,13144.50973,11091.58798,12926.82062
SCG3,1.950853994,5.644809932,5.575342177,1.042966733,4.103942272,1.777126838
DNAJC17,187.2819834,333.043786,224.8721345,164.7887438,194.2532675,222.1408548
EIF3J,689.9520292,1356.635987,1081.616382,1396.532455,1134.740038,1305.003475
SPG11,6773.365067,3708.640125,5846.675496,6680.201924,5371.376444,5958.113913
VPS18,1024.198347,707.4828448,1061.173461,1304.751383,985.6301357,1270.053314
OIP5,5.202277317,13.17122317,7.433789569,14.60153426,34.88350931,27.24927818
SLC30A4,276.3709825,334.9253893,369.831031,118.8982075,166.8936524,127.9531323
BLOC1S6,2280.548319,1898.53774,2665.01356,3564.860293,3313.933385,2451.250285
MYEF2,560.5453809,541.9017535,354.9634519,170.0035775,423.3900444,207.3314644
SGK3,724.4171164,587.0602329,877.1871691,2082.804566,1022.565616,1778.903965
PDGFRL,0.650284665,0,0,7.30076713,0,0
CSPP1,457.8004039,827.9054567,665.3241664,476.6357969,402.870333,474.4928658
ZDHHC2,1264.803673,1693.44298,1481.182572,2976.627056,1780.426956,1461.983012
BRF2,325.1423323,248.371637,208.1461079,234.6675149,194.2532675,203.1848352
TRIM35,727.0182551,984.0785315,734.0867199,812.4710849,833.7842716,696.0413449
ZFAND1,453.2484112,797.7998037,516.648375,601.7918049,608.751437,745.8008964
CA2,555.3431036,163.699488,572.4017968,5151.212694,454.8536018,1104.188142
FZD3,210.6922313,263.4244635,271.3333193,85.5232721,159.3697582,156.3871618
INTS9,398.6244994,423.3607449,340.0958728,433.8741609,531.4605242,504.1116464
RIPK2,1844.207309,453.4663979,1484.899466,1976.421959,2030.083444,1531.290959
NBN,1260.25168,677.3771918,958.9588544,1375.673121,1110.116385,1205.484372
TRPA1,7.153131311,0,3.716894784,4.171866932,0.683990379,1.777126838
CPQ,1976.86538,649.1531422,1220.999937,2054.644464,1176.463451,1921.074112
DECR1,1185.468944,1112.027557,1235.867516,2386.307885,1815.994455,2099.379171
CALB1,72.18159777,56.44809932,70.6210009,38.58976912,37.61947083,18.95601961
IMPAD1,1481.348466,1160.949243,1590.830968,2413.42502,1897.38931,2136.698835
LAPTM4B,61.77704314,109.132992,78.05479047,463.0772294,88.23475885,225.1027328
UBE2W,1361.696088,927.6304322,1362.241938,1500.829129,991.7860491,1061.537098
POP1,122.253517,137.3570417,146.817344,150.1872095,151.1618737,164.6804203
NIPAL2,639.88011,267.1876701,546.3835333,1129.532972,776.3290798,1105.965269
IKBKB,4768.537446,3733.100968,4291.155029,4052.968724,4248.264242,4523.972554
PLAT,8.45370064,15.05282649,14.86757914,3.128900199,6.839903787,3.554253676
DKK4,1.300569329,1.881603311,3.716894784,1.042966733,0,0.592375613
STK3,225.6487786,56.44809932,182.1278444,438.0460278,236.660671,336.469348
GDAP1,141.1117722,65.85611587,143.1004492,234.6675149,273.5961515,228.0646109
RAB2A,1244.644848,1034.881821,1118.78533,2526.065427,1300.26571,1764.094575
EIF3E,6718.741155,12917.20673,6199.7805,8995.588071,10062.18246,11452.9901
EMC2,567.0482276,457.2296045,544.5250859,474.5498635,497.2610053,455.5368462
CCN4,1.300569329,0,3.716894784,2.085933466,0,2.961878064
NDRG1,3651.348392,2114.922121,3189.095725,4543.163088,3031.445358,2933.444034
ZC2HC1A,104.0455463,101.6065788,109.6483961,142.8864424,110.122451,170.0118008
IL7,48.77134985,24.46084304,55.75342177,33.37493545,40.35543234,20.14077083
ARMC1,448.6964186,583.2970263,520.3652698,482.8935973,530.7765338,561.5720809
TRPS1,1104.833645,453.4663979,1239.584411,3008.959024,1154.575759,2710.118428
SPAG1,211.9928007,122.3042152,154.2511336,210.67928,95.07466264,146.909152
CHRAC1,952.6670337,822.2606468,988.6940127,1056.5253,962.3744628,1072.792235
NCALD,692.5531678,541.9017535,795.4154839,213.8081802,309.1636512,240.5044988
SNX16,145.6637649,180.6339178,117.0821857,217.9800472,163.4737005,210.2933425
GML,0,0,1.858447392,3.128900199,1.367980757,0.592375613
UBR5,6610.143616,3902.445266,5064.269144,6585.291951,6045.790957,6813.504297
GSDMD,1909.88606,3240.120901,2497.753295,2589.686398,3118.996127,1704.857013
TSTA3,855.7746187,1635.113277,735.9451673,11138.88471,1948.004598,827.548731
PYCR3,49.42163451,92.19856222,66.90410612,85.5232721,91.65471074,88.85634191
EEF1D,11621.88753,19220.57782,11453.61128,12255.90208,11774.21038,10302.59666
SQLE,342.7000183,218.265984,291.7762406,840.6311867,625.1672061,460.2758511
SH2D4A,3.251423323,9.408016553,5.575342177,340.0071549,11.62783644,328.7684651
INTS10,1704.396106,2043.421195,1793.401733,2166.241904,1759.907244,2207.783909
ERI1,363.5091275,338.6885959,328.9451884,417.1866932,474.0053324,335.2845968
SLC39A14,144.3631955,150.5282649,152.3926862,93.86700596,230.5047576,159.9414154
MTMR9,881.1357206,705.6012415,728.5113777,852.1038208,813.2645602,876.1235312
LEPROTL1,1307.722461,1962.512253,1267.461121,1242.173379,1348.145036,873.7540288
DCTN6,195.7356841,178.7523145,219.2967923,428.6593272,288.6439398,374.9737628
R3HCC1,537.135133,797.7998037,644.8812451,583.0184037,644.3189367,593.5603639
GSR,1307.072176,1264.437425,1620.566126,4809.119605,2141.573876,3455.919325
TNFRSF10A,427.2370247,609.6394727,403.2830841,425.530427,558.136149,638.5809105
UBXN8,163.8717355,120.4226119,137.525107,208.5933466,206.5650944,244.0587524
PPP2CB,611.2675848,741.3517044,633.7305607,1158.73604,837.2042235,1081.677869
ERICH1,1262.852819,2263.568783,1776.675707,2209.00354,1577.965804,1828.071141
NEFM,5.202277317,26.34244635,14.86757914,6.257800397,4.103942272,4.146629289
ARHGEF10,66.32903579,154.2914715,57.61186916,153.3161097,75.92293203,81.15545894
KLHDC4,2185.606758,3006.80209,2869.442774,1295.364682,1993.147963,1800.229487
MCM4,375.8645362,376.3206621,388.415505,533.9989672,1341.305133,833.4724871
KCTD9,854.4740493,767.6941508,726.6529304,896.9513903,838.5722043,715.5897402
ASAH1,9416.772229,3061.368586,8043.360313,17544.78638,9188.042757,13783.39576
BNIP3L,4743.826628,15683.16359,3956.634498,20925.04156,16577.87481,6081.32804
MAN2B1,6597.788207,3864.8132,7719.990467,12854.56498,12077.90211,13480.69182
KCNN4,301.7320844,703.7196382,334.5205306,252.3979494,673.0465326,601.8536225
TULP2,1.950853994,1.881603311,3.716894784,2.085933466,0.683990379,3.554253676
NUCB1,3725.480844,5921.405619,5107.013434,12957.81869,6608.715039,6449.193296
DHDH,7.803415976,3.763206621,3.716894784,5.214833664,4.103942272,2.369502451
GYS1,799.8501375,899.4063825,1076.04104,1641.629638,1284.533931,1549.062227
MAP4K1,2778.016087,3625.84958,3228.12312,1547.762632,2601.21541,2025.33222
ECH1,1288.213921,1885.366517,1549.945125,3930.941616,2503.404786,2889.015863
HNRNPL,9358.246609,9078.735974,9611.889912,11479.93483,8867.251269,9435.951135
NFKBIB,1705.046391,1253.147805,1440.296729,1695.863908,1398.760324,1146.246811
LHB,1.300569329,7.526413243,0,1.042966733,0.683990379,1.184751225
TUBB4A,38.36679521,63.97451256,105.9315014,12.51560079,36.25149007,14.80939032
SARS2,246.4578879,302.938133,284.342451,350.4368223,428.8619674,423.5485631
SNRNP70,16263.61946,18560.13506,13981.09973,7258.005494,12083.37403,10294.3034
CLPTM1,2376.790449,2107.395708,2068.451948,3264.485874,2750.325313,2678.130145
RELB,923.4042238,698.0748283,986.8355653,1142.048573,1017.093693,664.6454375
CLASRP,2426.862368,2321.898485,2638.995297,2194.402006,2379.602527,2192.974518
LIN7B,44.2193572,58.32970263,46.46118481,32.33196872,33.51552855,55.09093198
PPP1R37,483.1615058,735.7068945,696.9177721,367.12429,518.464707,488.7098805
FCGRT,7703.272137,2143.146171,5302.15041,12700.20591,8440.441273,12735.4833
PIH1D1,1301.219614,1503.401045,1241.442858,1454.938592,1475.367247,1392.675065
CKM,2.601138659,3.763206621,13.00913175,18.77340119,13.67980757,8.293258578
ARHGEF18,3302.795812,6512.229058,3837.693865,2753.432175,3441.155595,3099.309206
PPP1R13L,55.92448116,150.5282649,78.05479047,57.36317031,53.35124954,69.30794669
PEX11G,18.85825527,50.80328939,33.45205306,16.68746773,28.04360553,17.77126838
ERCC2,327.0931863,483.5720508,351.2465571,567.3739027,549.9282645,681.8243302
DOT1L,1782.430266,2009.552336,2278.456503,2289.311979,2421.32594,2375.426207
PLEKHJ1,976.0772816,1200.462912,1113.209988,1007.505864,1162.783644,1147.431562
SLC17A7,1.950853994,1.881603311,5.575342177,2.085933466,4.787932651,2.369502451
RNASEH2A,125.5049403,103.4881821,163.5433705,167.917644,238.0286518,203.7772108
KLC3,5.852561982,257.7796536,0,1749.055211,75.23894165,1.184751225
CD37,12411.33311,13630.33438,13185.68425,10136.59368,14011.54291,11954.13986
SF3A2,1428.025124,2880.734669,2652.004429,1709.422475,1554.710131,1438.880363
AMH,11.70512396,5.644809932,11.15068435,4.171866932,2.735961515,7.108507353
LYL1,418.1330394,3394.412372,741.5205095,4535.862321,1779.742965,1235.103153
OAZ1,17110.94038,30147.04824,20862.93042,62948.25716,27300.10798,24162.40887
TRMT1,1323.979577,1962.512253,1378.967965,1226.528878,1786.582869,1573.349627
STX10,2279.24775,1469.532186,1746.940549,3216.509404,2690.134159,3480.206725
RETN,478.6095132,18.81603311,451.6027163,1126.404072,1294.793787,261.8300208
FCER2,326.4429016,731.9436879,442.3104793,172.0895109,419.2861021,309.2200698
DMPK,940.9619097,1162.830846,1116.926883,434.9171276,578.6558604,364.3110018
RSPH6A,1.950853994,7.526413243,3.716894784,2.085933466,0.683990379,1.184751225
TBC1D17,1422.822846,1827.036815,1596.40631,1239.044479,1049.241241,957.2789901
IL4I1,26.01138659,47.04008277,53.89497437,91.78107249,83.4468262,17.77126838
TLE6,4.551992652,0,0,3.128900199,4.103942272,6.51613174
CCDC130,1319.427585,1046.171441,1343.657465,963.7012612,1214.766913,1189.49023
PTOV1,3757.995077,3868.576407,3308.036358,2468.702257,2693.554111,2745.068589
TLE5,14511.10229,28306.84021,19885.3871,16515.37822,13518.38584,9257.646075
SGTA,952.016749,1228.686962,990.55246,1363.15752,1284.533931,1165.20283
KIR3DX1,273.7698438,173.1075046,276.9086614,81.35140517,166.8936524,199.6305815
LILRB1,2719.490467,1219.278945,3179.803488,3188.349302,3767.419006,3200.605435
MED25,4525.981266,3006.80209,2938.205327,4995.810651,3101.212377,2233.25606
LILRA1,2546.514747,590.8234396,2573.949638,3657.684332,3510.238623,4097.462113
SNAPC2,288.7263911,295.4117198,431.159795,441.174928,415.1821599,439.5427046
C19orf53,780.3415976,1219.278945,888.3378535,1281.806115,1127.216144,975.0502585
TIMM44,550.7911109,792.1549938,717.3606934,690.4439772,744.181532,910.4813167
CCDC61,191.8339761,257.7796536,221.1552397,290.9877185,267.4402381,267.7537769
IL27RA,1411.117722,2479.953163,2386.246452,2454.100722,2315.307432,2243.326445
ASF1B,144.3631955,90.31695891,107.7899487,133.4997418,234.6086999,217.9942255
TNNT1,24.71081726,9.408016553,37.16894784,54.23427011,21.88769212,9.478009803
VRK3,1221.884885,897.5247792,1103.917751,1113.888471,982.2101838,1141.507806
FAM32A,1708.948099,1162.830846,1681.89489,2830.611713,1997.935896,2259.912962
PPP6R1,7471.120512,9919.812654,9485.51549,10853.11182,8066.982526,6796.91778
C19orf44,161.2705968,112.8961986,92.92236961,83.43733863,114.9103836,125.5836299
MED26,618.4207161,402.6631085,459.0365059,899.0373237,533.5124954,661.0911838
OLFM2,15.60683195,77.14573574,5.575342177,11.47263406,21.20370174,8.293258578
RASAL3,4722.367235,7985.524451,6313.145791,1789.730914,3906.953043,2349.954056
AKAP8,1731.708062,1606.889227,1843.579813,1942.004057,1761.275225,1746.915682
EPHX3,5.852561982,5.644809932,7.433789569,8.343733863,6.155913408,8.885634191
ILVBL,580.7042055,874.9455395,598.4200603,607.0066385,913.8111459,679.4548278
ZNF419,179.4785674,188.1603311,130.0913175,84.48030536,168.9456235,129.1378836
SYDE1,1.950853994,9.408016553,1.858447392,2.085933466,6.155913408,3.554253676
AURKC,10.40455463,24.46084304,9.292236961,10.42966733,6.155913408,7.108507353
POP4,441.5432873,438.4135714,386.5570576,628.9089399,521.2006685,649.2436715
CCNE1,65.67875113,95.96176885,50.17807959,57.36317031,145.6899507,120.2522494
URI1,1562.634049,2476.189957,1891.899445,1187.939109,1656.624697,1304.411099
PDCD5,702.9577225,504.2696873,540.8081911,603.8777383,523.9366301,652.2055496
ANKRD27,945.5139024,812.8526302,869.7533796,1163.950874,1088.912683,972.0883805
RPS16,25581.54842,38262.40332,24622.5695,15103.20126,27272.74837,22236.00337
TIMM50,681.4983285,905.0511924,763.8218782,940.7559931,937.7508092,948.393356
FBL,2984.806611,6367.345603,3830.260075,2465.573357,3106.6843,2634.886725
DYRK1B,534.5339943,530.6121336,685.7670877,567.3739027,379.6146602,307.442943
CLC,778.3907436,690.548415,899.4885378,2.085933466,20.51971136,13.62463909
CNTD2,36.41594122,30.10565297,9.292236961,16.68746773,24.62365363,19.54839522
GPI,3027.075114,3834.707547,3670.4336,5104.279191,4674.390248,5006.758679
AKT2,4893.392101,6077.578694,4900.725773,6853.334402,5336.492934,4073.767089
PLD3,2490.590266,2049.066005,3317.328595,7152.665854,6384.366195,10220.84882
PRX,164.5220202,220.1475874,243.4566084,192.9488456,127.2222104,170.6041765
PIAS4,511.1237464,637.8635223,661.6072716,897.994357,571.1319662,717.9592426
NUMBL,290.0269604,395.1366952,362.3972415,136.628642,211.353027,206.7390888
EBI3,9.754269969,0,7.433789569,73.0076713,8.207884544,82.34021017
YJU2,391.4713681,511.7961005,518.5068224,467.2490963,393.2944677,410.5162996
SHD,23.41024793,16.9344298,40.88584263,1.042966733,16.41576909,0.592375613
TBCB,1586.694582,1430.018516,1627.999916,1756.355978,1638.840947,1519.443447
FSD1,87.13814506,94.08016553,105.9315014,29.20306852,38.98745158,101.2962298
POLR2I,219.7962166,302.938133,262.0410823,270.1283838,196.3052387,194.8915766
CLIP3,38.36679521,52.6848927,27.87671088,16.68746773,31.46355742,28.43402941
ZFR2,12.35540863,18.81603311,14.86757914,4.171866932,12.99581719,8.885634191
SLC1A5,626.8744167,1144.014813,973.8264335,5148.083794,3254.426222,1494.563671
PRKD2,4316.589604,3514.834984,3460.429044,2467.65929,2802.308581,2734.405828
TJP3,102.0946923,261.5428602,117.0821857,37.54680238,64.2950956,29.61878064
APLP1,1.300569329,9.408016553,1.858447392,1.042966733,0.683990379,2.961878064
CACTIN,1080.122828,1663.337327,1248.876648,910.5099578,1183.303355,1007.038542
CCDC9,785.5438749,810.9710269,841.8766687,1025.236298,681.2544172,624.9562714
HNRNPUL1,8817.209768,11428.85851,11875.47884,12298.66371,9852.197414,9762.942473
FZR1,1548.327786,1778.115129,1423.570702,2580.299697,1938.428733,1178.235094
BBC3,604.1144534,334.9253893,522.2237172,613.2644389,403.5543234,665.8301887
TGFB1,10129.48422,12136.34135,17974.90318,11320.36092,9926.752366,11006.33888
DENND3,12553.09517,2244.75275,5348.611595,11241.09545,4702.433853,7822.319966
DMAC2,613.8687234,713.1276548,577.977139,1301.622483,959.6385013,1020.663181
CEACAM4,1212.130615,103.4881821,312.2191619,1906.543188,432.2819193,1145.654435
PLIN3,1379.253774,705.6012415,1196.840121,3356.266946,1964.420368,1844.657658
MYH14,1.300569329,0,1.858447392,3.128900199,0,0
MRPL4,485.1123598,686.7852084,598.4200603,600.7488381,821.4724448,696.0413449
SIGLEC8,24.71081726,47.04008277,11.15068435,0,0,0
CD79A,990.3835442,2026.486766,1265.602674,588.2332373,1197.667153,1963.725156
LIM2,39.66736454,28.22404966,14.86757914,3.128900199,7.523894165,6.51613174
ICAM4,91.69013771,92.19856222,122.6575279,235.7104816,176.4695177,310.9971967
RPS19,13650.1254,25469.38241,13343.65228,13561.69643,16089.50568,12574.94951
NOP53,10611.34516,32544.21086,16926.73885,9047.736408,13653.13195,8415.88033
NKG7,17198.72881,14693.44025,16709.3005,3864.191745,10735.91298,3900.79341
ICAM5,17.55768595,7.526413243,24.1598161,51.10536991,34.19951893,68.71557107
ETFB,684.0994672,1292.661474,873.4702743,1513.344729,1153.207778,1012.369922
CD33,1243.344279,107.2513887,1315.780754,4573.409124,2274.951999,4702.869989
BABAM1,1195.223214,2489.36118,1388.260202,4248.003503,2264.008153,1642.065198
TYK2,11090.60496,5494.281667,7944.862602,10852.06886,9250.969872,10050.83702
CDC37,4702.858695,5260.962857,5292.858173,5470.360514,4848.807794,4981.878903
NAPA,2564.722717,3576.927894,2943.780669,8750.490889,5647.024566,2996.828225
RABAC1,1540.524371,1153.422829,1282.328701,2114.093568,1412.440132,1655.689838
ATP1A3,344.6508723,425.2423482,447.8858215,176.2613779,281.1200456,121.4370006
MEIS3,1.950853994,5.644809932,3.716894784,5.214833664,0.683990379,1.777126838
PTPRS,218.4956473,210.7395708,537.0912963,33.37493545,111.4904317,35.54253676
CNFN,8.45370064,5.644809932,3.716894784,1.042966733,7.523894165,6.51613174
MEGF8,771.8878969,865.5375229,923.6483539,692.5299106,824.8923967,807.4079601
KDELR1,1171.162681,1106.382747,1412.420018,2305.999446,1810.522532,2351.138807
CYTH2,1859.163856,1753.654286,1527.643756,1464.325293,1286.585902,1298.487343
GRWD1,349.8531496,667.9691753,505.4976907,426.5733938,509.5728321,467.3843584
GRIN2D,10.40455463,7.526413243,33.45205306,17.73043446,18.46774022,28.43402941
CLEC11A,61.77704314,90.31695891,135.6666596,146.0153426,199.7251906,108.4047371
CCDC114,42.2685032,62.09290925,48.3196322,11.47263406,25.99163439,10.66276103
CARD8,7528.995847,3512.953381,5017.807959,5946.996311,5380.268319,6166.630128
LIG1,1114.587915,2058.474022,1137.369804,538.1708342,1204.507057,843.5428725
SIGLEC6,77.38387509,82.79054567,128.2328701,22.94526812,89.60273961,94.18772242
ZNF175,173.6260055,184.3971244,130.0913175,401.5421922,192.8852868,287.3021722
PLA2G4C,83.23643707,63.97451256,87.34702743,59.44910377,77.29091279,61.01468811
SIGLEC5,1468.342773,254.0164469,282.4840036,1418.434757,657.9987443,745.8008964
CABP5,127.4557943,1.881603311,148.6757914,39.63273585,18.46774022,71.67744914
HAS1,6.502846646,1.881603311,3.716894784,4.171866932,2.051971136,2.369502451
RAB3D,1404.614876,383.8470754,1627.999916,2455.143689,1325.573354,2056.728127
DBP,384.3182368,780.8653739,494.3470063,149.1442428,322.1594684,330.5455919
TMEM205,780.9918822,524.9673237,748.9542991,1287.020948,1121.060231,1499.302676
CAPS,671.7440586,1048.053044,862.31959,413.0148262,657.3147539,475.677617
PLPPR2,2770.212671,794.0365971,1908.625472,2530.237294,2100.534453,2634.886725
FAM83E,1.950853994,1.881603311,1.858447392,3.128900199,1.367980757,2.961878064
RASIP1,8.45370064,3.763206621,20.44292131,1.042966733,3.419951893,1.184751225
BCAT2,196.3859687,304.8197363,249.0319506,326.4485874,372.7747564,331.7303431
MIER2,228.2499173,287.8853065,332.6620832,505.8388655,382.3506217,646.2817935
PLEKHA4,13.65597796,37.63206621,14.86757914,27.11713506,25.99163439,37.3196636
PPP2R1A,1865.016418,3099.000653,2705.899403,3449.090986,3258.530164,3111.749094
TNPO2,1558.082056,1554.204335,1319.497648,1701.078741,1737.335562,1733.291043
WDR83OS,1004.039522,858.0111097,847.4520108,1517.516596,1419.280036,1377.2733
GCDH,405.7776307,771.4573574,520.3652698,727.9907796,589.5997064,592.3756127
LILRB5,44.86964186,9.408016553,26.01826349,358.7805561,401.5023523,58.64518566
KLF1,6.502846646,573.8890098,5.575342177,3448.048019,698.3541766,13.03226348
DNASE2,680.1977592,942.6832587,862.31959,1142.048573,1445.27167,996.9681562
MAST1,5.202277317,5.644809932,1.858447392,19.81636792,17.09975947,16.58651716
LENG1,228.900202,457.2296045,291.7762406,224.2378476,175.1015369,206.7390888
PRPF31,994.9355369,1603.126021,1347.374359,1255.731946,1391.920421,1278.938948
